precinct,A. D. NESBIT,ABBY BROYLES,BROCK PIERCE | KARLA BALLARD,DONALD J. TRUMP | MICHAEL R. PENCE,JADE SIMMONS | CLAUDELIAH J. ROZE,JIM INHOFE,JO JORGENSEN | JEREMY SPIKE COHEN,JOAN FARR,JOSEPH R. BIDEN | KAMALA D. HARRIS,KANYE WEST | MICHELLE TIDBALL,ROBERT MURPHY,TODD HAGOPIAN,TODD HIETT
610030,0,36,0,211,2,195,1,5,30,1,6,21,211
610031,3,94,0,379,0,360,4,7,87,0,5,66,376
610032,4,251,3,809,3,775,8,6,237,3,19,131,860
610033,2,81,1,293,1,269,0,15,79,0,8,76,285
610034,10,168,1,521,1,479,9,7,143,6,14,109,520
610035,7,126,0,326,0,296,4,4,113,2,8,70,325
610036,2,55,0,170,0,156,5,4,47,1,4,38,167
610037,4,96,1,681,0,661,3,9,98,2,12,74,689
610038,1,6,0,38,0,37,1,1,6,0,0,2,36
610039,5,69,0,364,0,357,5,3,67,1,3,46,372
610040,3,65,0,347,1,334,3,9,62,0,3,41,362
610041,6,172,2,541,0,501,6,13,159,3,17,126,533
610042,8,123,0,458,1,425,5,6,105,4,13,80,461
610043,1,53,2,296,0,283,2,5,49,2,7,43,286
610044,5,109,1,453,1,421,1,7,94,2,11,77,450
610045,0,2,0,6,0,6,0,0,2,0,0,0,8
610046,3,50,0,238,0,223,0,4,42,2,2,43,230
610047,1,90,0,340,0,325,5,5,83,1,5,54,341
610048,0,29,0,115,0,107,0,2,24,1,2,17,117
610049,2,74,0,463,0,456,0,6,79,2,2,63,449
610051,1,39,1,189,0,181,1,3,34,0,1,28,188
610052,0,3,0,21,0,19,0,1,2,0,0,1,22
610053,0,8,0,74,0,65,2,3,8,0,6,10,69
620013,12,405,3,612,2,596,21,16,404,13,20,275,681
620016,14,445,2,995,6,952,30,13,430,9,40,278,1102
620022,8,303,4,450,1,440,23,11,313,4,26,222,521
620025,14,386,6,1004,7,985,30,18,392,9,36,283,1084
620031,20,483,1,710,9,667,27,32,497,5,36,396,748
620051,1,64,0,366,1,356,5,6,57,2,3,49,359
620052,5,200,2,376,0,358,8,10,198,0,7,133,401
620053,9,454,2,916,0,901,31,5,443,3,25,277,1011
620054,3,25,1,153,1,150,3,3,27,0,4,23,157
620055,1,37,0,225,0,216,4,4,37,0,7,26,232
620056,1,70,2,229,1,225,6,5,68,2,8,61,228
620058,4,253,0,696,5,670,15,2,234,6,24,181,744
620059,5,107,0,489,0,469,6,4,105,1,15,79,492
620060,7,251,2,679,1,634,10,21,239,4,20,178,718
620061,1,54,0,221,0,215,5,4,56,0,8,37,225
620062,6,154,1,514,1,500,8,8,158,2,13,126,531
620063,4,66,0,330,0,321,7,6,68,5,13,57,331
620064,3,126,2,499,0,490,7,1,121,2,10,75,524
620065,0,107,0,457,2,433,5,8,103,2,17,80,458
620066,3,119,1,503,1,476,7,12,113,0,14,90,512
620067,7,59,0,381,1,364,3,2,54,0,5,42,375
630001,3,137,3,418,1,404,9,5,131,2,15,102,433
630002,4,218,1,428,2,401,11,9,211,3,20,171,443
630003,15,421,5,598,3,570,24,16,427,4,35,347,643
630006,9,324,1,502,1,480,22,13,314,8,23,238,561
630007,10,388,3,646,6,598,24,13,356,8,29,270,694
630009,17,438,5,1120,9,1080,20,13,411,9,30,319,1183
630011,14,585,3,1263,9,1198,32,28,556,6,41,377,1378
630012,7,407,0,729,5,694,23,16,387,6,26,269,812
630013,8,472,2,1055,4,1025,24,17,457,5,16,282,1155
630015,12,499,2,810,6,780,15,25,513,5,29,331,917
630018,14,402,2,724,5,682,23,30,397,6,30,284,813
630021,4,151,0,540,2,519,6,5,142,0,9,98,540
630022,13,308,4,1316,5,1256,13,20,289,4,29,239,1317
630024,14,321,0,1332,0,1282,19,13,315,3,30,228,1379
630025,10,229,1,738,3,690,21,8,200,6,30,187,748
630026,8,218,2,771,1,728,10,10,190,5,14,140,788
630027,6,191,3,700,1,660,12,12,168,3,19,138,714
630029,17,364,8,1024,1,966,25,16,350,5,38,247,1060
630030,19,493,0,1359,3,1288,40,27,465,5,47,369,1421
630031,19,525,3,1760,6,1661,33,35,484,12,52,391,1794
630033,6,135,0,463,0,439,4,8,125,0,4,85,484
630037,4,96,1,542,0,512,5,11,94,4,18,82,530
630038,3,101,1,347,0,341,1,2,97,1,1,57,373
630040,5,73,0,338,0,316,7,3,62,0,8,44,344
630041,3,104,0,461,1,447,6,4,97,2,6,62,473
630042,3,46,0,256,2,240,2,4,37,1,5,25,261
640001,2,57,0,267,1,242,4,6,49,0,13,51,255
640002,6,137,2,683,1,658,4,13,143,2,16,112,665
640003,5,69,2,368,0,345,7,5,62,1,12,52,360
640004,3,79,0,407,1,391,4,7,72,1,4,54,395
640007,1,43,0,213,1,210,0,0,43,0,0,26,207
640008,1,25,0,158,0,158,0,1,28,1,2,16,160
640009,1,43,1,234,1,219,0,3,42,0,7,26,220
640010,2,15,0,102,0,100,1,1,16,0,1,19,95
640011,1,59,1,548,2,530,4,6,53,0,10,44,544
640012,1,15,0,105,0,99,0,0,12,0,1,13,98
640014,0,3,0,111,0,108,1,3,4,0,1,7,104
640015,3,116,2,611,0,583,7,7,102,1,10,70,597
640017,2,53,1,209,0,193,1,1,42,0,3,31,204
650101,3,21,1,163,1,142,1,3,9,1,1,10,159
650102,1,17,0,144,0,136,0,2,16,0,2,11,146
650103,3,36,0,227,0,213,8,0,31,0,12,36,215
650201,2,89,1,374,0,350,5,4,66,1,1,59,376
650202,0,11,1,95,0,92,1,1,9,0,1,8,95
650203,0,9,0,93,1,90,0,1,3,2,0,3,93
650301,2,16,0,144,1,127,0,2,11,0,5,12,132
650302,0,10,0,173,0,168,1,0,8,0,3,7,171
650303,2,24,0,216,0,210,8,2,15,3,4,19,221
660001,12,536,4,1141,5,1063,40,45,513,4,40,364,1220
660002,11,284,3,614,2,557,17,23,283,4,46,237,635
660003,6,349,3,864,3,820,28,22,333,5,40,281,883
660004,13,479,6,1100,1,1020,32,17,436,6,53,324,1151
660005,3,190,1,723,1,689,15,9,163,5,16,125,737
660006,6,228,2,742,2,705,14,19,226,2,27,145,798
660007,17,360,2,1132,4,1050,20,25,349,4,52,275,1161
660008,3,339,0,646,2,607,23,11,320,3,30,189,734
660009,5,112,4,602,2,582,10,9,104,5,16,85,615
660010,13,494,0,1467,1,1379,35,34,475,5,61,372,1511
660011,8,323,1,1225,3,1154,8,20,293,6,26,238,1224
660012,4,66,1,333,1,306,6,8,59,0,11,51,328
660013,12,233,1,856,4,793,9,21,219,0,30,164,877
660014,7,270,0,762,3,733,15,10,256,0,17,158,831
660015,12,325,2,1113,6,1048,21,32,308,3,35,261,1128
660017,8,171,1,620,1,586,6,14,170,1,16,108,634
660018,7,295,0,1194,3,1135,18,20,288,3,48,226,1224
660019,3,158,2,718,1,673,17,15,136,2,22,105,730
660020,17,453,6,1379,4,1293,28,32,420,6,46,325,1442
660021,3,111,1,573,2,557,3,8,113,0,11,76,592
660022,10,236,2,1112,1,1048,10,20,218,1,28,193,1108
660023,18,422,3,1644,2,1523,17,28,364,2,40,311,1643
660024,6,124,0,562,0,527,10,9,111,2,16,89,568
660025,0,66,0,207,1,205,2,3,68,0,2,48,218
660026,9,305,3,1487,2,1429,22,19,271,4,31,218,1502
660027,4,169,3,670,2,634,16,9,147,1,23,117,694
660029,7,160,3,613,1,574,14,15,155,3,32,124,627
660030,13,526,4,2067,4,1992,31,23,514,5,59,367,2143
660031,18,553,4,1424,4,1345,41,37,532,11,63,419,1499
660032,4,191,0,732,1,698,18,18,172,2,13,130,766
660033,1,119,1,414,2,399,3,5,113,3,12,78,432
660110,7,292,1,875,2,813,18,14,269,3,41,212,904
660116,3,169,3,781,1,728,14,22,150,1,25,121,791
660120,3,211,3,918,3,877,14,14,191,1,22,140,935
660128,2,177,0,670,1,626,7,18,161,1,14,111,674
660130,13,730,4,2051,12,1941,53,45,689,10,70,503,2167
670010,7,317,1,612,5,577,11,29,305,11,14,247,639
670012,0,29,0,101,0,96,2,0,22,0,2,18,99
670014,12,214,0,741,1,702,10,8,199,5,17,153,750
670015,4,81,0,349,0,336,9,5,76,2,8,62,360
670020,7,155,0,612,1,584,4,6,141,2,6,87,636
670022,7,249,1,562,1,532,17,10,226,6,16,172,597
670023,5,295,1,655,6,620,16,8,268,1,13,162,710
670024,6,135,1,464,0,433,5,10,122,1,8,85,476
670025,0,34,0,110,0,106,2,2,32,0,1,23,115
670030,2,52,1,198,1,195,2,4,54,1,3,39,202
670032,2,179,0,494,1,481,8,2,171,3,10,113,519
670033,1,25,0,86,0,78,1,3,21,0,1,18,85
670034,10,415,2,627,2,596,15,10,401,6,22,287,671
670035,3,114,1,400,1,390,7,6,112,2,12,66,414
680101,5,197,0,831,0,792,8,13,187,0,11,141,825
680102,6,144,2,476,0,444,5,6,127,2,10,95,478
680103,3,200,2,754,3,709,10,9,172,2,14,117,748
680104,3,125,0,722,0,690,14,7,110,2,15,106,700
680105,5,214,4,702,1,674,14,10,203,4,19,166,707
680106,2,114,0,594,4,559,4,8,96,2,10,78,584
680201,3,65,1,250,0,235,1,6,61,0,5,56,243
680202,6,151,3,386,1,361,5,6,141,1,7,101,386
680203,1,65,2,207,0,199,2,6,67,1,8,47,216
680204,2,40,1,206,0,196,3,2,37,1,4,32,201
680205,5,222,1,743,1,677,5,15,197,3,24,141,745
680206,3,79,1,291,0,270,7,4,70,0,11,60,286
680207,0,118,0,390,0,376,6,11,122,1,5,86,395
680208,3,197,0,506,1,465,10,7,174,5,21,130,509
680209,1,116,0,394,1,366,7,11,107,1,16,79,402
680210,9,126,0,383,0,369,5,1,122,1,5,84,388
680301,9,233,2,682,3,618,7,17,209,1,19,147,678
680302,3,113,0,285,1,252,3,3,99,1,14,77,275
680303,6,222,0,609,4,553,8,17,202,3,14,146,621
680304,5,90,0,464,0,445,5,4,85,1,10,64,459
680305,2,76,0,309,0,285,5,7,69,0,10,57,301
680306,4,132,0,640,2,622,5,4,122,4,7,88,638
680307,6,95,1,363,0,335,6,6,78,3,7,67,366
680308,3,44,1,265,0,243,0,6,40,1,3,31,255
680309,1,74,0,326,0,312,3,4,68,2,6,57,311
680310,1,75,0,335,1,323,4,4,70,0,6,58,328
690001,2,139,2,794,2,789,3,7,147,6,14,101,814
690003,4,156,2,699,2,704,10,6,170,3,11,98,725
690004,5,232,2,678,1,655,14,15,235,6,25,178,706
690008,3,251,2,482,4,458,7,10,253,1,20,180,487
690012,3,197,3,588,0,565,7,11,193,6,20,152,600
690013,1,80,3,189,1,195,2,2,93,1,7,64,199
690014,7,224,1,1133,2,1110,21,10,229,7,30,172,1144
690015,0,38,0,207,0,198,3,3,35,3,8,29,211
690016,8,261,2,1167,2,1135,15,21,272,4,26,207,1200
690019,1,245,1,1133,2,1137,15,12,255,2,13,187,1169
690032,4,181,2,960,1,930,13,14,171,6,20,130,979
690033,11,199,3,1172,3,1157,24,12,199,1,21,149,1193
690041,4,114,2,739,1,717,7,10,111,4,14,100,731
690049,1,28,0,134,0,130,2,0,25,0,2,23,132
690050,11,196,1,1057,1,1031,18,18,205,0,25,150,1075
690051,1,41,1,376,1,363,7,6,38,0,10,38,374
690052,0,34,0,173,0,169,1,1,35,0,2,24,174
690053,1,24,0,193,0,185,1,2,20,0,1,15,191
690054,2,44,1,253,0,239,5,3,34,0,7,39,249
690055,3,48,1,232,0,215,2,4,43,0,6,34,230
690056,1,41,1,354,0,343,5,4,37,0,7,41,345
690057,5,77,3,600,1,588,13,8,76,1,14,72,601
690058,4,42,0,352,0,342,2,1,39,3,2,29,349
690059,0,30,0,275,0,275,6,1,29,0,3,29,271
690060,0,8,0,31,0,32,1,2,9,1,0,6,35
690061,6,71,1,665,0,644,8,11,71,1,13,61,664
690062,2,89,0,546,1,534,7,4,91,1,14,78,536
690063,1,32,0,378,2,376,5,10,39,1,5,40,377
700101,3,73,1,677,0,656,14,9,73,0,20,68,673
700102,6,91,1,217,2,211,4,8,100,2,10,82,228
700104,3,39,0,350,0,345,4,4,43,1,6,32,354
700107,1,19,0,146,0,138,1,0,16,0,6,19,140
700201,3,161,2,731,1,708,18,16,164,1,23,131,736
700202,6,76,3,299,0,287,5,7,83,0,14,69,307
700205,4,112,1,615,2,613,10,6,115,2,12,89,631
700302,0,10,0,153,0,147,0,5,11,0,2,9,151
700303,3,39,0,319,1,309,8,8,42,1,11,41,315
700304,2,67,2,297,2,284,7,10,75,0,16,69,300
700305,7,166,1,701,2,670,18,24,172,5,29,141,722
710001,2,102,0,484,0,482,4,9,112,3,5,68,504
710002,3,82,0,257,0,261,5,7,97,1,6,67,271
710003,2,43,1,107,0,104,1,3,46,1,4,29,109
710004,3,62,0,176,1,176,2,5,70,1,4,46,186
710006,2,23,0,129,0,128,1,0,23,0,0,12,135
710007,4,76,0,304,2,302,3,6,87,0,7,58,308
710009,0,32,0,149,0,152,3,0,34,0,2,18,153
710010,4,93,0,347,0,349,3,2,101,0,3,66,359
710012,0,28,0,123,0,123,2,1,27,1,0,20,124
720001,8,596,1,35,1,47,6,15,622,9,7,492,84
720002,3,581,3,93,4,97,5,12,597,4,14,485,140
720003,4,141,1,205,0,181,5,2,130,1,12,105,197
720004,4,632,3,65,3,74,11,14,647,7,10,512,102
720005,4,341,2,45,3,49,3,4,353,3,8,261,85
720006,15,699,1,48,4,56,12,18,733,9,19,554,111
720007,2,268,2,45,0,41,4,3,277,3,20,237,51
720008,1,320,1,93,1,90,5,9,318,5,7,261,122
720009,2,113,0,26,3,29,2,4,117,1,1,95,37
720010,8,392,0,61,1,66,7,11,415,4,8,330,102
720011,2,277,1,180,3,169,7,14,278,3,9,221,201
720012,2,245,3,129,2,129,4,11,258,3,11,206,154
720013,8,655,1,41,4,44,10,23,681,10,13,550,102
720014,4,534,3,90,3,93,7,14,549,6,14,403,159
720015,8,261,1,90,1,94,6,6,276,4,6,210,121
720016,2,79,0,74,1,72,4,4,82,0,3,65,81
720017,7,163,1,148,1,139,4,4,163,2,5,122,167
720018,4,143,3,167,2,164,11,15,155,3,13,124,186
720019,5,150,1,230,3,218,5,13,154,1,8,125,232
720020,2,184,1,174,2,170,3,5,188,1,9,137,205
720021,0,8,1,40,0,39,1,2,7,0,0,5,43
720022,3,184,0,259,2,245,7,6,178,2,11,136,272
720023,1,97,2,195,0,193,4,9,104,3,9,78,214
720024,8,154,0,270,2,248,7,5,151,2,15,116,279
720025,2,121,0,158,1,151,6,14,127,4,7,95,170
720026,7,215,3,186,1,176,6,11,221,4,11,173,212
720027,3,142,0,198,2,191,4,11,150,0,6,126,210
720028,4,197,1,252,2,239,8,13,207,4,17,168,273
720029,5,223,2,267,0,252,10,11,217,1,9,169,294
720030,4,376,1,285,1,262,12,17,385,3,26,270,349
720031,5,180,1,95,6,97,5,9,184,6,7,147,120
720032,4,264,0,133,2,123,11,9,270,5,18,207,165
720033,4,217,0,123,1,117,17,9,217,3,14,157,159
720034,1,129,2,127,3,116,5,8,126,2,10,93,148
720035,5,479,2,388,4,364,12,18,474,3,18,351,458
720036,12,383,5,383,7,369,13,13,385,3,21,280,444
720037,0,129,0,63,0,60,6,1,125,3,7,98,78
720038,1,166,1,237,1,225,10,14,162,2,8,145,243
720039,6,229,2,351,0,334,16,14,233,1,21,179,378
720040,1,35,0,42,0,41,4,2,32,1,1,32,39
720041,6,157,0,190,1,184,8,2,155,1,4,116,203
720042,2,99,1,308,3,298,11,9,97,2,14,75,321
720043,3,119,1,338,0,318,9,3,115,3,18,106,340
720044,6,220,3,432,3,422,11,12,220,9,15,167,463
720045,0,3,0,6,0,6,0,0,3,0,0,1,7
720046,2,593,2,374,0,367,17,12,597,9,24,363,507
720047,2,91,1,28,0,28,6,2,94,2,8,74,41
720048,1,399,1,294,1,293,17,6,398,7,18,242,377
720049,5,232,1,119,1,120,6,4,243,2,10,151,174
720050,4,226,0,143,1,140,6,1,233,2,14,134,202
720051,6,349,1,230,1,212,13,8,344,6,17,222,292
720052,15,503,4,466,3,458,23,12,498,2,14,320,589
720053,13,368,3,509,5,481,28,30,357,12,22,309,542
720054,9,440,1,445,6,415,23,4,425,8,36,292,508
720055,5,265,1,326,3,309,12,13,268,4,20,190,361
720056,3,295,1,333,1,321,11,13,304,4,19,211,380
720057,2,97,2,201,2,194,5,7,102,0,11,72,212
720058,4,111,1,219,1,207,5,6,111,3,12,91,230
720059,6,165,1,233,1,225,7,7,168,2,11,116,256
720060,13,338,4,269,2,253,19,12,340,4,23,266,321
720061,5,364,0,379,4,370,12,17,383,2,19,282,431
720062,5,426,0,530,1,526,21,6,427,4,23,214,664
720063,5,193,1,170,1,157,11,3,189,2,10,120,214
720064,5,355,3,321,1,304,18,14,357,6,25,226,401
720065,1,257,0,434,2,451,9,2,263,3,8,115,536
720066,0,219,1,332,0,346,7,4,230,3,2,89,427
720067,0,240,0,326,3,334,20,3,235,2,11,143,391
720068,7,237,1,242,0,230,15,9,244,3,21,175,270
720069,3,471,1,601,1,583,33,19,468,5,35,334,687
720070,1,93,1,125,0,124,8,6,99,1,8,73,138
720071,5,467,1,741,2,729,17,6,460,8,24,249,891
720072,1,206,0,304,1,301,12,5,208,1,15,94,394
720073,1,187,1,308,1,314,8,3,196,1,8,96,384
720074,6,281,1,447,0,447,20,5,282,3,16,153,546
720075,4,279,1,207,1,202,18,10,277,3,15,193,273
720076,2,348,0,320,0,295,17,10,338,4,25,224,390
720077,7,348,3,358,0,346,24,11,348,2,23,250,416
720078,7,369,1,467,4,433,20,22,368,4,30,266,511
720079,1,395,2,407,3,400,17,12,394,4,19,249,491
720080,1,77,0,88,2,85,4,6,81,0,6,56,108
720081,5,383,2,412,6,389,13,12,370,6,21,260,473
720082,4,260,0,297,6,285,12,15,264,7,24,185,355
720083,3,318,1,284,1,270,13,5,314,4,20,222,336
720084,2,204,0,276,1,283,8,1,202,2,4,95,370
720085,2,164,2,121,0,115,7,3,156,2,7,106,154
720086,10,276,4,430,1,411,21,17,280,1,21,199,472
720087,2,286,1,350,1,339,10,16,292,8,20,205,406
720088,2,101,1,96,1,98,6,4,107,1,7,87,109
720089,5,200,2,178,1,166,15,8,194,2,14,156,206
720090,3,159,0,158,2,148,8,15,166,5,12,142,163
720091,8,276,0,238,1,230,16,17,290,4,16,228,273
720092,6,203,0,226,2,208,12,13,203,1,12,150,246
720093,0,156,0,261,1,254,11,15,164,4,12,126,279
720094,11,232,0,394,2,384,12,9,231,5,10,176,425
720095,4,216,0,373,0,350,13,11,219,4,26,169,399
720096,2,176,0,250,2,242,10,7,181,1,15,154,268
720097,10,358,2,371,1,352,17,20,364,7,23,294,421
720098,10,230,0,251,2,238,9,10,234,1,9,168,288
720099,7,199,0,213,1,200,11,8,204,1,8,162,227
720100,1,113,1,136,1,135,9,5,113,2,6,83,152
720101,9,416,1,426,4,403,16,21,422,3,19,336,468
720102,5,298,0,340,4,329,5,17,309,6,15,251,369
720103,7,202,1,293,3,268,12,14,201,3,18,178,303
720104,4,212,1,281,1,269,14,8,212,2,14,164,312
720105,6,321,5,329,2,310,16,18,319,4,19,246,369
720106,1,249,0,332,5,320,16,14,249,4,23,201,367
720107,6,340,1,392,2,383,12,11,350,6,16,245,432
720108,8,223,2,268,3,255,14,10,225,4,16,174,294
720109,3,177,1,186,4,175,9,18,188,1,16,164,197
720110,7,315,5,314,7,307,13,19,316,5,11,252,354
720111,7,218,1,218,2,215,8,8,226,2,9,175,239
720112,8,296,2,316,3,299,21,16,305,4,30,255,336
720113,5,240,1,340,2,316,17,16,245,1,25,216,345
720114,1,167,0,185,1,178,7,8,170,2,8,111,214
720115,3,125,0,318,0,320,8,3,133,1,7,73,357
720116,2,149,0,449,1,446,5,4,156,0,9,90,495
720117,10,344,1,817,1,798,29,16,359,11,49,241,905
720118,5,286,0,807,3,778,13,17,295,3,35,196,863
720119,5,161,1,525,2,516,13,6,163,4,20,95,570
720120,3,228,1,361,2,344,20,16,230,4,22,189,383
720121,6,309,0,386,0,376,17,16,324,2,21,178,481
720122,2,109,1,217,0,214,11,9,108,1,5,70,250
720123,8,325,4,536,1,506,13,20,327,2,20,203,617
720124,9,196,2,470,0,445,13,8,190,3,20,117,519
720125,5,238,0,401,3,391,18,8,226,3,13,133,462
720126,3,217,0,456,0,447,6,9,222,3,10,140,504
720127,3,156,0,286,3,270,12,9,159,1,16,129,299
720128,5,359,3,455,0,441,19,17,367,4,23,245,521
720129,6,246,2,402,5,385,25,13,241,3,28,168,464
720130,6,304,0,399,1,388,12,9,300,5,10,204,454
720131,4,130,0,79,0,75,5,4,141,1,9,112,99
720132,2,244,1,431,0,431,9,5,251,2,10,144,503
720133,5,262,1,428,1,411,10,10,261,2,13,159,480
720134,7,256,1,510,1,489,14,11,250,5,19,174,556
720135,9,374,3,789,5,755,25,23,363,9,28,265,853
720136,5,201,2,514,2,513,20,8,209,3,24,147,564
720137,3,255,1,267,1,253,5,15,260,1,9,197,293
720138,1,60,0,70,1,62,2,5,57,1,2,53,71
720139,5,254,0,145,2,133,10,13,259,4,17,205,183
720140,4,220,1,99,1,89,9,9,222,0,7,152,137
720141,14,307,2,653,0,599,20,22,293,2,24,224,655
720142,2,129,1,508,2,485,12,10,111,5,12,105,494
720143,9,169,0,412,0,379,16,16,169,3,23,128,422
720144,15,431,1,779,5,728,31,32,427,9,40,349,814
720145,4,285,1,870,0,846,20,13,288,3,33,190,944
720146,5,245,2,584,1,554,25,13,230,3,24,189,599
720147,8,179,0,110,2,104,5,10,192,3,11,151,127
720148,4,185,1,347,4,323,13,15,179,4,22,159,357
720149,8,157,1,324,1,290,13,14,148,0,12,122,326
720150,7,427,4,1513,3,1468,21,21,412,5,36,283,1592
720151,2,129,1,232,1,226,5,5,135,2,8,82,257
720152,10,326,1,883,3,847,24,11,318,4,41,254,926
720153,5,235,1,722,1,696,22,18,234,8,25,180,765
720154,8,317,0,786,4,747,19,13,304,3,24,197,833
720155,4,357,1,1277,5,1258,21,9,346,6,30,180,1387
720156,5,220,0,222,2,214,12,12,229,3,18,206,238
720157,7,319,0,1149,2,1138,22,10,325,6,24,200,1236
720158,5,231,2,567,3,551,23,6,219,6,22,139,632
720159,2,283,1,608,2,590,20,11,284,4,31,198,660
720160,12,452,1,529,5,502,25,10,451,8,36,312,635
720161,11,273,0,173,3,167,12,14,292,3,16,231,209
720162,5,30,0,97,0,95,1,1,33,1,0,22,107
720163,2,299,1,431,1,432,14,8,308,0,12,173,513
720164,3,123,0,191,1,177,4,4,120,3,12,64,226
720165,2,118,0,285,2,276,16,6,120,1,21,92,310
720166,8,278,3,774,4,743,22,23,277,4,32,212,819
720167,3,198,2,910,2,891,14,9,181,4,11,104,957
720168,4,225,1,468,3,463,11,7,227,4,15,143,529
720169,7,238,2,305,2,288,15,14,240,5,23,189,329
720170,4,105,0,523,0,515,12,5,105,4,12,70,546
720171,4,175,1,438,2,436,14,6,184,4,17,136,472
720172,3,229,2,450,2,432,14,10,223,2,16,165,494
720173,3,230,3,566,2,558,13,7,238,1,21,131,635
720174,0,0,0,0,0,0,0,0,0,0,0,0,0
720175,0,0,0,0,0,0,0,0,0,0,0,0,0
720176,0,0,0,0,0,0,0,0,0,0,0,0,0
720351,16,416,2,1717,2,1654,40,40,424,12,67,314,1789
720352,5,136,0,724,2,698,15,7,138,0,28,116,727
720353,2,31,0,165,0,154,2,3,26,0,3,18,162
720354,1,30,0,154,0,149,1,3,31,0,2,21,158
720355,3,48,0,179,1,172,3,3,51,0,8,41,179
720356,1,48,0,222,0,214,3,0,42,2,8,34,232
720400,10,327,1,1244,1,1182,22,20,311,9,42,234,1283
720401,5,261,0,1095,4,1069,17,12,256,5,31,159,1171
720402,3,248,1,879,0,831,20,14,234,2,34,179,912
720403,10,427,4,1364,3,1298,30,30,412,3,49,310,1426
720404,7,186,1,792,2,770,8,11,184,4,17,127,828
720405,0,54,0,195,0,191,1,1,50,3,3,41,198
720406,4,209,1,838,4,804,20,15,194,2,24,126,886
720407,8,236,1,1108,4,1067,23,17,221,5,33,176,1135
720408,10,221,3,964,3,917,21,21,206,3,32,169,1004
720409,6,300,1,905,4,853,24,15,274,4,38,211,941
720410,4,116,1,580,1,577,5,7,119,3,5,70,611
720411,3,140,0,520,2,491,16,9,126,3,19,98,536
720451,10,245,3,607,2,575,25,23,245,2,25,217,631
720452,11,353,3,1055,3,1019,30,19,366,4,52,293,1091
720453,6,252,0,645,2,621,16,13,244,6,17,189,678
720454,9,385,5,833,1,807,26,20,391,2,35,251,924
720455,4,161,1,405,3,392,15,7,156,3,15,122,429
720456,5,216,3,646,2,602,21,24,202,4,27,179,654
720457,0,33,0,61,0,58,1,3,34,0,2,23,65
720458,14,397,3,1145,3,1101,31,21,374,12,35,290,1195
720459,6,150,0,491,0,467,20,14,149,1,21,114,512
720460,4,165,2,672,1,646,17,12,161,3,29,142,682
720461,6,247,2,607,0,571,28,14,239,1,38,191,637
720462,11,376,1,995,4,943,32,20,365,3,46,299,1023
720463,0,220,1,584,2,552,16,12,205,0,27,164,595
720464,12,325,2,1166,1,1109,26,29,315,4,34,253,1182
720465,15,512,1,843,6,818,28,26,520,6,32,420,902
720466,4,268,1,773,4,736,17,16,255,4,23,199,792
720467,8,180,0,462,1,446,13,5,176,4,14,126,499
720468,10,399,1,949,3,903,26,24,381,11,34,276,1018
720469,3,76,2,253,0,246,9,8,79,2,14,64,258
720470,6,401,1,813,0,787,15,13,399,3,21,258,886
720471,1,138,1,446,1,437,3,5,139,0,8,90,473
720472,2,149,1,416,1,394,8,6,142,2,17,104,435
720473,6,208,1,587,2,559,15,9,210,3,33,177,602
720474,6,363,2,909,4,872,19,17,348,4,28,269,951
720475,11,467,3,1210,3,1160,33,26,459,7,40,354,1276
720476,2,137,0,514,0,487,9,8,127,1,14,80,544
720501,6,164,3,798,3,745,12,11,137,2,27,130,796
720502,20,318,3,1255,1,1158,30,34,286,6,48,222,1280
720503,7,200,3,759,4,703,12,23,176,3,22,143,771
720504,7,245,0,913,2,865,23,20,226,3,24,146,924
720551,3,90,1,227,0,212,2,3,86,1,8,65,220
720552,8,118,1,508,1,460,9,10,96,1,15,84,498
720553,7,65,1,249,1,228,8,12,62,2,9,39,266
720700,8,312,4,1029,3,1006,24,20,313,5,32,197,1124
720701,13,415,3,1125,2,1070,17,15,400,7,32,267,1194
720702,5,251,1,592,1,573,19,16,250,4,22,164,653
720703,12,400,1,1226,6,1180,27,17,389,7,42,250,1327
720704,17,414,3,1627,4,1557,34,23,398,6,55,271,1698
720705,15,309,2,815,3,760,25,30,297,4,30,247,849
720706,11,439,2,1397,5,1293,38,33,393,5,57,352,1419
720707,7,246,0,696,2,654,9,14,234,4,19,168,718
720708,9,221,0,808,1,759,11,19,207,4,24,177,817
720709,4,275,1,848,1,811,19,15,280,4,40,179,907
720710,2,58,2,354,1,338,6,5,46,0,5,36,361
720750,11,246,4,856,0,821,23,13,253,2,33,212,869
720751,11,291,1,978,3,947,33,17,283,6,31,203,1027
720752,8,251,4,967,4,927,21,17,243,3,34,189,1000
720753,9,217,2,598,3,556,16,21,203,7,23,187,612
720754,13,325,3,1029,5,963,24,39,317,5,41,251,1076
720755,15,456,2,1476,2,1380,50,25,421,5,76,356,1524
720756,2,32,0,100,0,89,4,2,25,0,4,27,99
720757,13,448,3,1477,4,1369,34,28,401,12,66,345,1504
720758,2,155,2,543,1,506,15,11,139,3,27,106,574
720759,8,283,0,834,3,785,23,22,255,8,28,214,872
720760,12,276,5,902,3,841,22,25,265,6,45,217,927
720801,8,166,1,579,1,547,21,11,145,3,22,113,594
720802,4,127,1,424,1,401,5,10,126,1,11,92,426
720851,6,225,1,554,2,531,18,8,218,4,28,154,587
720852,7,221,0,366,6,333,20,11,204,1,28,166,380
720853,5,164,3,550,2,512,13,14,151,1,26,115,569
